Unnamed__0,id_evento,fecha_reportada,comuna,provincia,region,ubicacion_tipo,rural,evento_tipo_maceda,evento_especifico,actor_tipo_1,actor_especifico_1,actor_especifico_1_armas,actor_tipo_2,actor_mapuche,mapuche_identificado,confrontacion,iniciador,descripcion,mercurio,mella,osal,ciudadano,biobio,mesn,fecha
4277,2021212,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,AUTOPISTA,RURAL,COERCION,ARRESTO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,CARABINEROS DETUVO A DOS COMUNEROS MAPUCHE LUEGO DE REALIZAR UN CONTROL VEHICULAR Y QUE EL VEHICULO EN EL QUE CIRCULABAN HUYO DEL CONTROL. LOS DOS DETENIDOS FUERON EN EL MARCO DE INVESTIGACION POR DELITOS DE ROBO CON VIOLENCIA DE VEHICULOS LUEGO UTILIZADOS PARA TENTADOS.,SI,NO,NO,NO,NO,9,2021-09-03
260,1999029,LA FECHA NO SE ESPECIFICA,CAÑETE,ARAUCO,BIO-BIO,FUNDO,RURAL,COERCION,DESALOJO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,CARABINEROS DESALOJO A MIEMBROS DE LA COMUNIDAD PASCUAL COÑA QUE OCUPABAN LA HACIENDA LLEU LLEU EN TIRUA,SI,NO,NO,NO,NO,4,1999-04-28
958,2003038,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE ESTUDIANTES MAPUCHE OCUPO LA SEDE DEL INDAP EN TEMUCO, LUEGO DE DOS HORAS DEBIERON ABANDONAR EL LUGAR POR LA PRESION EJERCIDA POR EL ENOJO DE MEDIO CENTENAR DE CAMPESINOS QUE IBAN A LA OFICINA A REALIZAR TRAMITES",SI,NO,NO,NO,NO,10,2003-10-23
2567,2016173,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,FUNDO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN ATENTADO INCENDIARIO EN EL FUNDO CANIHUAL REALIZADO POR DESCONOCIDOS DEJO UNA EXCAVADORA, UN GRADER Y UN CAMION QUEMADOS, ADEMAS DE UNA BODEGA",SI,NO,NO,NO,NO,9,2016-09-27
4443,2021380,LA FECHA SE ESPECIFICA,SANTA JUANA,CONCEPCION,BIO-BIO,AUTOPISTA,RURAL,PROTESTA,BLOQUEO DE CAMINO,MANIFESTANTES,ALBOROTADORES,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE DESCONOCIDOS REALIZO UN BLOQUEO DE CAMINO CON UN ARBOL EN LA RUTA DE LA MADERA EN EL KM 5 DE LA RUTA DE LA MADERA, EN EL LUGAR SE ENCONTRARON PANFLETOS ALUSIVOS A LA MUERTE DEL MIEMBRO DE LA CAM",NO,NO,NO,NO,SI,7,2021-07-14
1626,2009260,LA FECHA NO SE ESPECIFICA,TEODORO SCHMIDT,CAUTIN,ARAUCANIA,FUNDO,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE MAPUCHE SE TOMAN PREDIO EN TEODORO SCHMIDT, LOS CUALES TRATAN DE SER CONTENIDOS POR CARABINEROS",NO,NO,SI,NO,NO,7,2009-07-28
534,2000075,LA FECHA NO SE ESPECIFICA,TRAIGUEN,MALLECO,ARAUCANIA,FORESTAL,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"COMIENZAN LAS MOVILIZACIONES PRODUCTIVAS, LOS COMUNEROS DE DIDAICO, PANTANO Y TEMULEMU TRABAJAN EN EL FUNDO CHORRILLOS.",SI,NO,NO,NO,NO,5,2000-05-20
1961,2013025,LA FECHA NO SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,COMPLEJO EDUCACIONAL,URBANO,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,ORGANIZACION NO MAPUCHE - EDUCACIONAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"FUEGO ARRASA CON LA ESCUELA MAPUDUNGUN G-857 EN TIRUA, SE INDAGA INTENCIONALIDAD",SI,NO,NO,NO,NO,8,2013-08-12
4413,2021350,LA FECHA SE ESPECIFICA,COLLIPULLI,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,COERCION,ARRESTO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,CARABINEROS Y PERSONAL DEL OS9 DE CARABINEROS DETUVO A UN EXDIRIGENTE DE LA CAM Y SUS DOS HIJOS PERTENECIENTES A LA COMUNIDAD CHOI LAFKENCHE EN COLLIPULLI. LOS INDIVIDUOS FUERON ARRESTADOS EN EL MARCO DE UNA INVESTIGACION RELACIONADA A LA MUERTE DE UN CARABINERO EN 24 DE MAYO.,SI,NO,NO,NO,SI,10,2021-10-06
466,2000004,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,COERCION,ARRESTO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"FUERON DETENIDOS UNA MUJER Y UN JOVEN DE 17 AÑOS, POR LA MUERTE DE UN COMUNERO MAPUCHE, QUE SE NEGO A DEJAR SU TRABAJO EN FORESTAL MININCO.",SI,NO,NO,NO,NO,1,2000-01-10
3510,2019205,LA FECHA NO SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UNOS 30 COMUNEROS MAPUCHE LLEGARON HASTA EL FRONTIS DE LA INTENDENCIA DE LA ARAUCANIA, DONDE SE MANIFESTARON EN APOYO A LAS MANFSTACIONES A NIVEL NACIONAL.",NO,NO,NO,NO,SI,10,2019-10-22
1904,2012082,LA FECHA NO SE ESPECIFICA,RIO BUENO,RANCO,LOS RIOS,FUNDO,RURAL,ATAQUE,ATAQUE INCENDIARIO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,ENCAPUCHADOS PRESUNTAMENTE ASOCIADOS A ORGANIZACIÓN MAPUCHE PROVOCARON ATAQUE INCENDIARIO A FUNDO EN RIO BUENO,SI,NO,NO,NO,NO,6,2012-06-18
1765,2011049,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,DESCONOCIDOS QUEMARON UNA ANTIGUA CASONA DE LA PARCELA CHACAICO DE UN FALLECIDO GOBERNADOR DE MALLECO DE LOS 60. ESTO EN LA COMUNA DE ERCILLA,SI,NO,NO,NO,NO,11,2011-11-15
2241,2015039,LA FECHA NO SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,TIERRAS NO ESPECIFICADO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"DESCONOCIDOS ATACARON Y QUEMARON 3 CAMIONES EN LA COMUNA DE TIRUA, DEJANDO UN CONDUCTOR HERIDO",SI,NO,NO,NO,NO,7,2015-07-02
2530,2016135,LA FECHA NO SE ESPECIFICA,ALTO BIOBIO,BIOBIO,BIO-BIO,AUTOPISTA,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE INDIVIDUOS INCENDIO UNA GARITA A LA ALTURA DEL KILOMETRO 75 DE LA RUTA Q61R AL INTERIOR DE LA COMUNIDAD CALLAQUI EN ALTO BIOBIO,SI,NO,NO,NO,NO,2,2016-02-23
2025,2013092,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,OTRAS EMPRESAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"DOS CABÑAS, TRES CASAS, UNA BODEGA Y UN ATOMOVIL DEL CUIDADOR QUEDARON DAÑADOS TRAS ATAQUE INCENDIARIO A COMPLEJO TURISTICO, EN TIRUA. EN EL LUGAR SE HALLAN PANFLETOS QUE ALUDEN A LA CAUSA MAPUCHE",SI,NO,NO,NO,NO,12,2013-12-24
86,1992056,LA FECHA SE ESPECIFICA,SANTIAGO,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES CON INTERVENCION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,"MANIFESTANTES CAMINARON POR CALLES CENTRICAS DE LA CIUDAD, HACIENDO SONAR TRUTRUCAS Y CULTRUNES, LLEVANDO TEXTOS DE HISTORIAS QUE ELLOS RECHAZARON. UN GRUPO INTENTO REALIZAR QUEMA DE LIBROS FRENTE AL MINISTERIO DE EDUCACION, PERO LA ACCION FUE IMPEDIDA POR CARABINEROS",NO,SI,NO,NO,NO,10,1992-10-02
3907,2020212,LA FECHA SE ESPECIFICA,SAN JUAN DE LA COSTA,OSORNO,LOS LAGOS,FORESTAL,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE ENCAPUCHADOS ARMADOS INGRESO AL FUNDO TROSQUILMO DE LA EMPRESA CONTRATISTA FORESTAL KBM EN LA COMUNA DE SAN JUAN DE LA COSTA. EN EL LUGAR LOS DESCONOCIDOS LUEGO DE INTIMIDAR A LOS TRABAJADORES QUEMARON DOS CAMIONES FORESTALES, UN CAMION ALJIBE Y UN SKIDDER. EL FUNDO CONTABA CON PROTECCION DE CARABINEROS SIN EMBARGO NO HUBO CONFRONTACION EN EL LUGAR. EN EL LUGAR SE ENCONTRO LA ADJUDICACION DE LA CAM A ESTE ATAQUE",SI,NO,NO,NO,SI,1,2020-01-22
1565,2009199,LA FECHA NO SE ESPECIFICA,COLLIPULLI,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,NO SE MENCIONA,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,UN GRUPO DE DESCONOCIDOS PRENDE 10 FOCOS DE FUEGO EN PREDIO PEMUCO MALLECO DESTRUYENDO 15 HECTAREAS DE PINO.,NO,NO,SI,NO,NO,4,2009-04-21
4153,2021077,LA FECHA SE ESPECIFICA,FREIRE,CAUTIN,ARAUCANIA,FUNDO,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"GRUPO DE 9 ENCAPUCHADOS QUE PORTABAN ARMAS DE FUEGO LLEGAN AL FUNDO QUEPE, PROCEDIERON A INCENDIAR MAQUINARIAS, BUSES, LA CASA PATRONAL Y POSTERIOR A ESTO REALIZARON DISPAROS CONTRA LOS CUIDADORES POR LO QUE FUERON TRASLADADOS A UN RECINTO HOSPITALARIO",SI,NO,NO,NO,SI,3,2021-03-12
2577,2016183,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,COMUNIDAD MAPUCHE,RURAL,COERCION,REPRESION VIOLENTA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,FUERZAS POLICIALES DE CARABINEROS REALIZARON UN GIGANTESCO Y VIOLENTO OPERATIVO POLICIAL AL INTERIOR DE LA COMUNIDAD AUTONOMA TEMUCUICUI,NO,NO,NO,SI,NO,6,2016-06-14
3700,2020004,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,INSTALACIONES PUBLICAS,URBANO,PROTESTA,OCUPACION DE PROPIEDAD PUBLICA (DIFERENTE A TIERRAS),MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,COMUNEROS MAPUCHE OCUPARON LA MUNICIPALIDAD DE ERCILLA PIDIENDO LA LIBERTAD DE COMUNEROS MAPUCHE PRESOS,SI,NO,NO,NO,SI,7,2020-07-30
3902,2020207,LA FECHA SE ESPECIFICA,VICTORIA,MALLECO,ARAUCANIA,AUTOPISTA,RURAL,COERCION,ARRESTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 2,"CARABINEROS DETUVO A TRES INDIVIDUOS LUEGO DEL ATAQUE INCENDIARIO REALIZADO EN CONTRA DE UN CAMION EN EL SECTRO TROQUILHUE EN VICTORIA. SE PRESUME QUE LOS INDIVIDUOS TIENEN RELACION CON EL ATAQUE INCENDIARIO REALIZADO EN CONTRA DE UNA ESCUELA, YA QUE SE ENCONTRARON COSAS DE LA ESCUELA EN EL VEHICULO QUE SE TRASLADABAN.",SI,NO,NO,NO,SI,5,2020-05-21
4396,2021333,LA FECHA SE ESPECIFICA,CONTULMO,ARAUCO,BIO-BIO,ESPACIOS PUBLICOS,URBANO,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,PRIVADOS DUEÑOS DE CAPITAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,DESCONOCIDOS QUEMARON TRES CAMIONES EN EL AREA URBANA DE CONTULMO. LOS CAMIONES SE ENCONTRABAN ESTACIONADOS CUANDO DESCONOCIDOS LES PRENDIERON FUEGO. EN EL LUGAR SE ENCONTRO UN PANFLETO AUSIVO A LA CAUSA MAPUCHE,SI,NO,NO,NO,SI,9,2021-09-27
926,2003006,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN GRUPO DE DESCONOCIDOS ATACO A SEIS BRIGADISTAS FORESTALES QUE ACUDIAN AL SOFOCO DE UN INCENDIO, EL VEHICULO DE LOS BRIGADISTAS RESULTO CON IMPACTOS DE BALA",SI,NO,NO,NO,NO,3,2003-03-09
2522,2016127,LA FECHA NO SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,CAMINO,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN GRUPO DE ENCAPUCHADOS ARMADOS INTERCEPTO UNA OFICINA MOVIL DEL SERNAM EN ERCILLA CERCA DE LA COMUNIDAD TEMUCUICUI, LOS ENCAPUCHADOS ARMADOS INTIMIDARON A LOS TRABAJADORES Y LES ROBARON PERTENENCIAS Y LA OFICINA QUE QUEMARON LUEGO",SI,NO,NO,NO,NO,11,2016-11-21
2478,2016082,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,IGLESIA,RURAL,ATAQUE,ATAQUE INCENDIARIO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ORGANIZACION NO MAPUCHE - IGLESIA,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN GRUPO DE DESCONOCIDOS QUEMO LA CAPILLA MAHUIDANCHE 18 KILOMETROS AL SUR DE TEMUCO, EN EL LUGAR SE ENCONTRO UN PANFLETO CON LAS SIGLAS PPM",SI,NO,NO,NO,NO,4,2016-04-04
448,1999218,LA FECHA SE ESPECIFICA,TRAIGUEN,MALLECO,ARAUCANIA,FORESTAL,RURAL,OCUPACION DE TIERRAS,OCUPACION DE TIERRAS PACIFICA,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UN CENTENAR DE INDIGENAS INGRESO AL FUNDO SAN MIGUEL, DE FORESTAL MININCO EN TRAIGUEN. CARABINEROS VERIFICO LA VERACIDAD DE LA TOMA.",SI,NO,NO,NO,NO,4,1999-04-29
3111,2018227,LA FECHA SE ESPECIFICA,TEMUCO,CAUTIN,ARAUCANIA,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,UN GRUPO DE HORTALICEROS MAPUCHE REALIZAN UNA MARCHA POR EL CENTRO DE TEMUCO,NO,NO,NO,SI,SI,3,2018-03-23
2748,2017120,LA FECHA NO SE ESPECIFICA,PROVIDENCIA,SANTIAGO,METROPOLITANA DE SANTIAGO,ESPACIOS PUBLICOS,URBANO,PROTESTA,PROTESTA PACIFICA,MANIFESTANTES,MANIFESTANTES PACIFICOS,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"UNAS 400 PERSONAS SE CONGREGARON CON BANDERAS, LIENZOS, PANCARTAS Y CANTICOS EN LA PLAZA BAQUEDANO EN PROVIDENCIA. LA MANIFESTACION EXPRESA LA MOLESTIA CONTRA EL ESTADO Y LA LABOR DE CARABINEROS ACUSANDO REPRESION CONTRA EL PUEBLO MAPUCHE",NO,NO,NO,SI,SI,9,2017-09-25
1929,2012107,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,ESPACIOS PUBLICOS,RURAL,COERCION,REPRESION VIOLENTA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,"EN INCIDENTES OCURRIDOS EN LA COMUNIDAD TEMUCUICUI RESULTARON NIÑOS CON PERDIGONES EN SUS CUERPOS, EL DIA 17-08-2012 LOS NIÑOS TUVIERON EL DERECHO DE ENTREGAR SU VERSION DE COMO SUCEDIERON LOS HECHOS DE AQUEL DIA",NO,NO,NO,NO,SI,7,2012-07-23
284,1999054,LA FECHA SE ESPECIFICA,TIRUA,ARAUCO,BIO-BIO,FORESTAL,RURAL,COERCION,DESALOJO,ORGANIZACION MAPUCHE,MIEMBROS DE LA ORGANIZACION,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,"CARABINEROS DESALOJO EL FUNDO LOS AJOS 1 DE LA FORESTAL VOLTERRA, HUBO 8 DETENIDOS",SI,NO,NO,NO,NO,7,1999-07-16
2866,2017249,LA FECHA SE ESPECIFICA,PADRE LAS CASAS,CAUTIN,ARAUCANIA,INSTALACIONES PRIVADAS,RURAL,COERCION,ALLANAMIENTO,COMUNIDAD,DIRIGENTES DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,CARABINEROS ALLANO LA CASA DE UN COMUNERO MAPUCHE QUE SE ENCUENTRA PROFUGO LUEGO DE QUE SE LE REVOCO EL ARRESTO DOMICILIARIO. CARABINEROS NO ENCONTRO AL COMUNERO EN SU DOMICILIO,SI,NO,NO,NO,NO,2,2017-02-21
724,2001129,LA FECHA NO SE ESPECIFICA,VICTORIA,MALLECO,ARAUCANIA,FORESTAL,RURAL,COERCION,ARRESTO,OTROS MAPUCHE,GRUPO IDENTIFICABLE,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 2,"CARABINEROS DETUVO A 6 MAPUCHE QUE INGRESARON AL FUNDO EL ULMO CON UNA MOTOSIERRA Y HACHAS PARA CORTAR ARBOLES, UN INDIGENA RESULTO HERIDO EN LA CABEZA LUEGO DE CAER EN UNA ZANJA",SI,NO,NO,NO,NO,6,2001-06-08
1424,2009055,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,FUNDO,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,PRIVADOS DUEÑOS DE TIERRAS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,"UN GRUPO DE TREINTA ENCAPUCHADOS ARMADOS CON PISTOLAS Y ESCOPETAS IRRUMPIO EL FUNDO CENTENARIO, DISPARANDO CONTRA TRABAJADORES, EL DUEÑO DEL PREDIO Y SU FAMILIA Y CARABINEROS",SI,NO,NO,NO,NO,8,2009-08-13
3302,2018435,LA FECHA SE ESPECIFICA,PADRE LAS CASAS,CAUTIN,ARAUCANIA,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,OTRAS EMPRESAS,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,DESCONOCIDOS REALIZARON UN ATAQUE INCENDIARIO EN UN CENTRO RECREACIONAL DE LA COMPAÑÍA GENERAL DE ELECTRICIDAD (CGE). EN EL LUGAR SE ENCONTRO UNA PANCARTA ALUSIVA A UN MACHI MAPUCHE,SI,NO,NO,NO,NO,4,2018-04-24
1076,2006003,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,NO ESPECIFICADO,URBANO,COERCION,ARRESTO,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,NO SE MENCIONA,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 2,SE REALIZA UN OPERATIVO PARA DETENER A COMUNERO INVOLUCRADO EN LA AGRESION DEL EX DIRECTOR NACIONAL DE LA CONADI.,SI,NO,SI,NO,NO,12,2006-12-07
3750,2020054,LA FECHA SE ESPECIFICA,ERCILLA,MALLECO,ARAUCANIA,AUTOPISTA,RURAL,PROTESTA,BLOQUEO DE CAMINO,OTROS MAPUCHE,GRUPO NO ESPECIFICADO,ELEMENTOS INCENDIARIOS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,NO,ACTOR 1,"DESCONOCIDOS ARMADOS OBSTACULIZARON LA RUTA 5 A LA ALTURA 587 AL NORTE DE ERCILLA, USANDO UNA CAMIONETA A LA QUE ENCENDIARON FUEGO, ADEMAS EN EL MISMO SECTOR DISPARARON CONTRA LOS VEHICULOS QUE CIRCULABAN EN EL LUGAR. LOS DESCONOCIDOS AL LLEGAR AL LUGAR HABRIAN PUESTO UN LIENZO ALUDIENDO A LA CAUSA MAPUCHE.",SI,NO,NO,NO,NO,10,2020-10-02
3461,2019152,LA FECHA SE ESPECIFICA,VALDIVIA,VALDIVIA,LOS RIOS,CAMINO,RURAL,PROTESTA,PROTESTA VIOLENTA,COMUNIDAD,MIEMBROS DE LA COMUNIDAD,ELEMENTOS INCENDIARIOS,ESTADO,SOLO EL ACTOR 1 ES MAPUCHE,SI,SI,ACTOR 1,"COMUNEROS SE TOMARON EL CAMINO QUE UNE EL SECTOR LOS PELLINES CON EL SECTOR CURIÑANCO POR EL DESCONTENTO TRAS EL DESALOJO DEL LOF ÑANCO PAILLALEF BARRIENTOS, EN EL LUGAR HUBO ENFRENTAMIENTOS ENTRE FUERZAS ESPECIALES DE CARABINEROS CON LOS MANIFESTANTES",NO,NO,NO,NO,SI,6,2019-06-17
4270,2021205,LA FECHA SE ESPECIFICA,CAÑETE,ARAUCO,BIO-BIO,INSTALACIONES PRIVADAS,RURAL,ATAQUE,ATAQUE INCENDIARIO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,OTROS PRIVADOS,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,ENCAPUCHADOS QUEMARON UNA VIVIENDA Y UN VEHICULO EN EL SECTOR DE PELECO AL SUR DE CAÑETE.,SI,NO,NO,NO,NO,10,2021-10-02
4380,2021316,LA FECHA SE ESPECIFICA,LUMACO,MALLECO,ARAUCANIA,FORESTAL,RURAL,ATAQUE,ATAQUE CON ARMAS DE FUEGO,OTROS MAPUCHE,ENCAPUCHADOS,ARMAS DE FUEGO,EMPRESA FORESTAL,SOLO EL ACTOR 1 ES MAPUCHE,NO,NO,ACTOR 1,ENCAPUCHADOS REALIZARON DISPARON CONTRA UN AVION CISTERNA QUE SE ENCONTRABA COMBATIENDO UN INCENDIO EN LUMACO. EL PILOTO VIO UN IMPACTO EN SU ALA IZQUIERDA POR LO QUE TUVO QUE ATERRIZAR DE EMERGENCIA.,SI,NO,NO,NO,SI,12,2021-12-22
